0,raquelB,,4/27/2022,387,,,3
0,ian,,4/27/2022,452,,,3
1,raquelB,jp,4/27/2022,387,232,raquelB,1
0,jp,,4/27/2022,587,,,1
0,ian,jp,4/27/2022,232,452,jp,2
0,brittany,,4/27/2022,287,,,1
